champion_name,version,champion_id,title,blurb,tags,partype,hp,hp_per_level,mp,mp_per_level,movement_speed,armor,armor_per_level,spellblock,spellblock_per_level,attack_range,hp_regen,hp_regen_per_level,mp_regen,mp_regen_per_level,crit,crit_per_level,attack_damage,attack_damager_per_level,attack_speed_per_level,attack_speed,attack,defense,magic,difficulty
Thresh,10.23.1,412,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...","['Support', 'Fighter']",Mana,560.52,93.0,273.92,44.0,335.0,28.0,0.0,30.0,0.5,450.0,7.0,0.55,6.0,0.8,0.0,0.0,56.0,2.2,3.5,0.625,5.0,6.0,6.0,7.0
Tristana,10.23.1,18,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...","['Marksman', 'Assassin']",Mana,559.0,88.0,250.0,32.0,325.0,26.0,3.0,30.0,0.5,525.0,3.75,0.65,7.2,0.45,0.0,0.0,61.0,3.3,1.5,0.656,9.0,3.0,5.0,4.0
Trundle,10.23.1,48,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...","['Fighter', 'Tank']",Mana,616.0,96.0,281.0,45.0,350.0,37.0,2.7,32.1,1.25,175.0,6.0,0.75,7.5,0.6,0.0,0.0,68.0,3.0,2.9,0.67,7.0,6.0,2.0,5.0
Tryndamere,10.23.1,23,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...","['Fighter', 'Assassin']",Fury,625.64,98.0,100.0,0.0,345.0,33.0,3.1,32.1,1.25,125.0,8.5,0.9,0.0,0.0,0.0,0.0,69.0,3.7,2.9,0.67,10.0,5.0,2.0,5.0
TwistedFate,10.23.1,4,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",['Mage'],Mana,534.0,94.0,333.0,39.0,330.0,21.0,3.15,30.0,0.5,525.0,5.5,0.6,8.0,0.8,0.0,0.0,52.0,3.3,3.22,0.651,6.0,2.0,6.0,9.0
Twitch,10.23.1,29,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...","['Marksman', 'Assassin']",Mana,612.0,86.0,287.2,40.0,330.0,27.0,3.0,30.0,0.5,550.0,3.75,0.6,7.256,0.45,0.0,0.0,59.0,3.11,3.38,0.679,9.0,2.0,3.0,6.0
Udyr,10.23.1,77,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...","['Fighter', 'Tank']",Mana,594.0,99.0,271.0,50.0,350.0,34.0,4.0,32.1,1.25,125.0,6.0,0.75,7.5,0.45,0.0,0.0,66.0,5.0,2.67,0.658,8.0,7.0,4.0,7.0
Urgot,10.23.1,6,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...","['Fighter', 'Tank']",Mana,585.0,88.0,340.0,45.0,330.0,36.0,4.25,32.1,1.25,350.0,7.5,0.7,7.25,0.8,0.0,0.0,63.0,4.0,3.75,0.625,8.0,5.0,3.0,8.0
Varus,10.23.1,110,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...","['Marksman', 'Mage']",Mana,530.0,91.0,360.0,33.0,330.0,27.0,3.4,30.0,0.5,575.0,3.5,0.55,8.0,0.8,0.0,0.0,61.0,3.0,4.0,0.658,7.0,3.0,4.0,2.0
Vayne,10.23.1,67,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...","['Marksman', 'Assassin']",Mana,515.0,89.0,231.8,35.0,330.0,23.0,3.4,30.0,0.5,550.0,3.5,0.55,6.972,0.4,0.0,0.0,60.0,2.36,3.3,0.658,10.0,1.0,1.0,8.0
Veigar,10.23.1,45,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",['Mage'],Mana,505.0,94.0,490.0,26.0,340.0,23.0,3.75,32.0,0.5,550.0,6.5,0.6,8.0,0.8,0.0,0.0,52.0,2.7,2.24,0.625,2.0,2.0,10.0,7.0
Velkoz,10.23.1,161,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",['Mage'],Mana,520.0,88.0,469.0,21.0,340.0,21.88,3.5,30.0,0.5,525.0,5.5,0.55,8.0,0.8,0.0,0.0,54.9379,3.1416,1.36,0.625,2.0,2.0,10.0,8.0
Vi,10.23.1,254,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...","['Fighter', 'Assassin']",Mana,585.0,85.0,295.0,65.0,340.0,30.0,4.0,32.1,1.25,125.0,10.0,1.0,8.0,0.65,0.0,0.0,63.0,3.5,2.0,0.644,8.0,5.0,3.0,4.0
Viktor,10.23.1,112,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",['Mage'],Mana,530.0,90.0,405.0,45.0,335.0,23.0,4.0,30.0,0.5,525.0,8.0,0.65,8.0,0.8,0.0,0.0,53.0,3.0,2.11,0.658,2.0,4.0,10.0,9.0
Vladimir,10.23.1,8,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",['Mage'],Crimson Rush,537.0,96.0,2.0,0.0,330.0,23.0,3.3,30.0,0.5,450.0,7.0,0.6,0.0,0.0,0.0,0.0,55.0,3.0,2.0,0.658,2.0,6.0,8.0,7.0
Volibear,10.23.1,106,the Relentless Storm,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...","['Fighter', 'Tank']",Mana,580.0,90.0,350.0,70.0,340.0,31.0,4.0,32.0,1.25,150.0,9.0,0.75,6.25,0.5,0.0,0.0,60.0,3.0,2.0,0.625,7.0,7.0,4.0,3.0
Warwick,10.23.1,19,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...","['Fighter', 'Tank']",Mana,550.0,85.0,280.0,35.0,335.0,33.0,3.2,32.1,1.25,125.0,4.0,0.75,7.465,0.575,0.0,0.0,65.0,3.0,2.3,0.638,9.0,5.0,3.0,3.0
Xayah,10.23.1,498,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",['Marksman'],Mana,590.0,88.0,340.0,40.0,325.0,25.0,3.0,30.0,0.5,525.0,3.25,0.75,8.25,0.75,0.0,0.0,60.0,3.5,3.9,0.625,10.0,6.0,1.0,5.0
Xerath,10.23.1,101,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",['Mage'],Mana,526.0,92.0,459.0,22.0,340.0,21.88,3.5,30.0,0.5,525.0,5.5,0.55,8.0,0.8,0.0,0.0,54.7,3.0,1.36,0.625,1.0,3.0,10.0,8.0
XinZhao,10.23.1,5,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...","['Fighter', 'Assassin']",Mana,570.0,92.0,273.8,55.0,345.0,35.0,3.5,32.1,1.25,175.0,8.0,0.7,7.256,0.45,0.0,0.0,66.0,3.0,3.5,0.645,8.0,6.0,3.0,2.0
Yasuo,10.23.1,157,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...","['Fighter', 'Assassin']",Flow,490.0,87.0,100.0,0.0,345.0,30.0,3.4,32.0,1.25,175.0,6.5,0.9,0.0,0.0,0.0,0.0,60.0,3.2,2.5,0.697,8.0,4.0,4.0,10.0
Yone,10.23.1,777,the Unforgotten,"In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...","['Assassin', 'Fighter']",Flow,550.0,85.0,500.0,0.0,345.0,28.0,3.4,32.0,1.25,175.0,7.5,0.75,0.0,0.0,0.0,0.0,60.0,3.0,2.5,0.625,8.0,4.0,4.0,8.0
Yorick,10.23.1,83,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...","['Fighter', 'Tank']",Mana,580.0,100.0,300.0,60.0,340.0,39.0,4.0,32.0,1.25,175.0,8.0,0.8,7.5,0.75,0.0,0.0,62.0,5.0,2.0,0.625,6.0,6.0,4.0,6.0
Yuumi,10.23.1,350,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...","['Support', 'Mage']",Mana,480.0,70.0,400.0,45.0,330.0,25.0,3.0,25.0,0.3,500.0,7.0,0.55,10.0,0.4,0.0,0.0,55.0,3.1,1.0,0.625,5.0,1.0,8.0,2.0
Zac,10.23.1,154,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...","['Tank', 'Fighter']",None,615.0,95.0,0.0,0.0,340.0,33.0,3.5,32.0,1.25,175.0,8.0,0.5,0.0,0.0,0.0,0.0,60.0,3.4,1.6,0.736,3.0,7.0,7.0,8.0
Zed,10.23.1,238,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",['Assassin'],Energy,584.0,85.0,200.0,0.0,345.0,32.0,3.5,32.1,1.25,125.0,7.0,0.65,50.0,0.0,0.0,0.0,63.0,3.4,3.3,0.651,9.0,2.0,1.0,7.0
Ziggs,10.23.1,115,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",['Mage'],Mana,536.0,92.0,480.0,23.5,325.0,21.544,3.3,30.0,0.5,550.0,6.5,0.6,8.0,0.8,0.0,0.0,54.208,3.1,2.0,0.656,2.0,4.0,9.0,4.0
Zilean,10.23.1,26,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...","['Support', 'Mage']",Mana,504.0,82.0,452.0,50.0,335.0,24.0,3.8,30.0,0.5,550.0,5.5,0.5,11.335,0.8,0.0,0.0,51.64,3.0,2.13,0.625,2.0,5.0,8.0,6.0
Zoe,10.23.1,142,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...","['Mage', 'Support']",Mana,560.0,92.0,425.0,25.0,340.0,20.8,3.5,30.0,0.5,550.0,6.5,0.6,8.0,0.65,0.0,0.0,58.0,3.3,2.5,0.625,1.0,7.0,8.0,5.0
Zyra,10.23.1,143,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...","['Mage', 'Support']",Mana,504.0,79.0,418.0,25.0,340.0,29.0,3.0,30.0,0.5,575.0,5.5,0.5,13.0,0.4,0.0,0.0,53.376,3.2,2.11,0.625,4.0,3.0,8.0,7.0
